844424932307003-953-f.m4a	द्रुतविलम्बितगेन मया क्षितौ स खलु वेङ्कट ईश्वर ईक्षितः ॥
844424932795899-643-f.m4a	इ॒मा या गावः॒ स ज॑नास॒ इन्द्र॑ इ॒च्छामीद्धृ॒दा मन॑सा चि॒दिन्द्र॑म् ॥
844424932810900-643-f.m4a	यस्ता चकार स कुह स्विदिन्द्रः कमा जनं चरति कासु विक्षु
844424932786779-643-f.m4a	एन्के नामकः धूमकेतुः वर्षत्रयोत्तरचतुर्मासेषु एकवारम् आगत्य एवं स्व वस्तु विना प्राप्नोति
844424932525848-1070-f.m4a	६८३ ॥ अन्तर्बहिश्चापि मृदेव दृश्यते मृदो न भिन्नं कलशादि किञ्चन
844424932525356-1067-f.m4a	भान्त्याऽव्याजकृपारसैरभिमुखं यान्त्या दृशां मादृशां हन्त्याधीन्यदसौ किमन्यदिह नो मान्त्यालमिन्द्रश्रिया ॥
844424932882814-643-f.m4a	अये श्रीकृष्णे ते प्रथितमिह रूपं मुनिमते नमः श्रीकृष्णे ते जय शमिततृष्णे गुरुमते ॥
844424932690979-1102-f.m4a	इति श्रीशिवरहस्ये शङ्कराख्ये षष्ठांशे ऋभुनिदाघसंवादे सर्वसिद्धान्तप्रकरणं नाम सप्तत्रिंशोऽध्यायः ॥
844424932849056-643-f.m4a	अस्मिन् श्लोके प्रथमायाः पङ्क्त्याः अर्थं सम्यग् बोधामि किन्तु द्वितीयायाः पङ्क्त्याः अर्थं न सम्यग् बोधामि
844424932814393-643-f.m4a	इन्द्रे॑ण याथ स॒रथं॑ सु॒ते सचाँ॒ अथो॒ वशा॑नां भवथा स॒ह श्रि॒या
844424932354038-577-f.m4a	यतोहि एष शरीरसंस्कारो न केवलम् इहलोके परलोके चापि पुनाति
844424932758569-639-f.m4a	इह चामुत्र च स्वयम्प्रयोजने कैञ्ण्कर्ये स्वत एव भवति
844424932795894-643-f.m4a	१० ॥ शब्दः स्पर्शश्च रूपं च रसो गन्धश्च पञ्चमः
844424932991850-1102-f.m4a	३४ ॥ गुणा दोषाश्च के तत्र स्वर्गे वद ममाग्रतः
844424932646205-1070-f.m4a	मन्थर उवाच अर्थाः पादरजोपमा गिरिनदीवेगोपमं यौवनं आयुष्यं जलबिन्दुलोलचपलं फेनोपमं जीवनम्
844424932987970-1102-f.m4a	६ ॥ क्षत्रस्यैव तु कामाय न क्षत्रं भवति प्रियम्
844424932646160-1070-f.m4a	९९ ॥ रामो वसिष्ठस्य गुरोः पदाम्बुजं नत्वा यथा देवगुरोः शतक्रतुः
844424932518491-577-f.m4a	योग इष्ट योग सृष्ट योग दृष्टिदायकं कल्पवृक्ष भक्त रक्ष नमोऽस्तुते गजाननम् ॥
844424932845171-643-f.m4a	पर्ड्यूविश्वविद्यालये पञ्चत्रिंशत् वर्षाणि यावत् एलेक्ट्रिकल् एवं कम्प्यूटर् इञ्जिनियरिङग् विभागे प्राध्यापकरूपेण कार्यम् अकरोत्
844424932759781-643-f.m4a	अस्तु भवती अपि आगच्छतु अस्माभिः सह गन्तुं शक्यते
844424932588091-1070-f.m4a	ॐ शं शां षं ह्रीं क्लीं ग्रहाग्रण्यै नमः
844424932610968-1070-f.m4a	तमोघहं नीरमिदं यदाधीतीतिघ्न मे केऽपि न ते त्यजन्ति ॥
844424932867683-643-f.m4a	मण्डपस्य दक्षिणपार्श्वे गम्बुजाकृत्याः निर्माणं कृत्वा तदुपरि सुवर्णवर्णानां कलसानां स्थापनं क्रियते
844424932720853-1070-f.m4a	इयनस्य कुटुम्बं विहाय दम्पतीचतुष्टयम् एकः छात्रः च मेलने आसन्
844424932851964-643-f.m4a	दृष्ट्वा रुद्रं राघवः पूर्णकामः नत्वा स्तुत्वा प्रार्थयामास शम्भुम् ॥
844424932873804-639-f.m4a	नियमानुसारं सर्वाणि मित्राणि जैनमन्दिरे दर्शनं कृत्वा उपाश्रयं प्रति अगच्छन्
844424932438329-1067-f.m4a	ये आङ्ग्लसर्वकारस्य पक्षे आसन् ते अपि एतत् नाङ्गीकृतवन्तः
844424932438332-1067-f.m4a	क्षेत्रफलदृष्टया महाराष्ट्रराज्यं भारते तृतीयं तथा लोकसङ्ख्यादृष्ट्या द्वितीयं राज्यम् अस्ति
844424932079552-577-f.m4a	ॐ शं शां षं ह्रीं क्लीं ग्रन्थकृद्वरदात्रे नमः
844424932504116-1102-f.m4a	किन्तु राज्ञा भनुना भगवतः धर्मनाथस्य अनेकाभिः सुयोग्याभिः राजकन्याभिः सह विवाहः कारितः
844424932792537-643-f.m4a	संस्कृत क्षेत्र में अभिनन्दन या स्मृति ग्रन्थ लिखने की परम्परा है
844424932588144-1070-f.m4a	ऊ॒र्ध्व ऊ॒ षु णो॑ अध्वरस्य होत॒रग्ने॒ तिष्ठ॑ दे॒वता॑ता॒ यजी॑यान्
844424932775003-643-f.m4a	ॐ शं शां षं ह्रीं क्लीं गुरुविज्ञानविभवाय नमः
844424932396913-1067-f.m4a	म स्वरस्य विकृतस्वरः उच्चः भवति तस्य तीव्रस्वरः इति वदन्ति
844424932872780-643-f.m4a	इन्द्रियस्य तेषु विषयेषु कस्यचित् एकस्य विषये रागे सति इन्द्रियं मनः स्वानुगामि करोति
844424932441686-953-f.m4a	ॐ शं शां षं ह्रीं क्लीं गुणशालिने नमः
844424932775018-643-f.m4a	६ ॥ राजा त्वं ब्राह्मणानां च रमाया अपि सोदरः
844424932504103-1102-f.m4a	अतः समयं प्राप्य महात्मानं मेलितुं दुर्गा भाभी तस्य कार्यालयम् अगच्छत्
844424932504140-1102-f.m4a	श्रीमों नमः कृष्णाय देवकीपुत्राय वासुदेवाय निर्गलच्छेदनाय सर्वलोकाधिपतये सर्वजगन्मोहनाय विष्णवे कामितार्थदाय स्वाहा श्रीमोम्
844424932873840-639-f.m4a	२९ ॥ न तादृशे विश्वसिमीश्वरेऽहं यो मह्यमन्नं न ददाति भूमौ
844424932629353-953-f.m4a	इन्द्रः शिशोः प्रतिरूपं मातुः समीपे स्थापयित्वा भगवतः शरीरं पुण्डरीकवनं नीतवान्
844424932837468-1102-f.m4a	पातु सा शारदा ब्रह्मलोकस्थिता सम्मता देवदेवैः स्वयं वन्दिता ॥
844424932814609-643-f.m4a	६७ ॥ सायं सायं वासवृक्षं समेताः प्रातः प्रातस्तेन तेन प्रयान्ति
844424932773626-639-f.m4a	विख्याते मथुरापुरे किल भवत्सान्निध्यपुण्योत्तरे धन्यां देवकनन्दनामुदवहद्राजा स शूरात्मजः ॥
844424932877138-643-f.m4a	मालरस्य बाल्ये एव तस्य अनेके भ्रातरः विविधैः कारणैः अम्रियन्त
844424932458876-1102-f.m4a	ऐं श्रीं ह्रीं पातु सर्वाङ्गं स्वप्ने जागरणे सदा ॥
844424932792571-643-f.m4a	मनो ब्राह्मी लघुतामादधीत प्रज्ञां चास्मै नाम धीरा लभन्ते ॥
844424932357933-953-f.m4a	तस्मात् मया सा कथिता अद्य कार्याय मा गच्छतु गृहकार्यम् एव करोतु इति
844424933044570-1067-f.m4a	कृतं हि कर्माखिलमित्थमङ्गिना वदन्ति धर्मं इति हि विपश्चितः ॥
844424932610905-1070-f.m4a	१ ॥ स मामवतु दुर्भिक्षे सुखे दुःखे दिने दिने
844424932539679-1070-f.m4a	ॐ ऐं सौः सुन्दरी स्वाहा ऐं सौः सुन्दरवल्लभा ॥
844424932385070-1067-f.m4a	जो कि तत्पुरूष समास होने का ज्ञापन करता है
844424932720833-1070-f.m4a	२ ॥ नेत्रं गायत्रमूचे त्रिवृदिति च शिरो नामधेयं यजूंषि छन्दांस्यङ्गानि धिष्ण्यात्मभिरजनि शफैर्विग्रहो वामदेव्यम्
844424932872772-643-f.m4a	कलौ काली च सिद्धा च कलौ काली वरप्रदा ॥
844424932800506-639-f.m4a	७० ॥ स्फटिके रक्तता मिथ्या मृषा खे नीलता यथा
844424932563829-577-f.m4a	अस्मिन् मण्डले प्रतिचतुरस्रकिलोमीटर्मिते ३९८ जनाः वसन्ति अर्थात् अस्य मण्डलस्य जनसङ्ख्यासान्द्रता प्रतिचतुरस्रकिलोमीटर् ३९८ जनाः
844424932406321-1067-f.m4a	वृत्तरत्नाकरे भामहनाम्ना लभ्यमानैः श्लोकैरनुमीयते यदनेन कोऽपि छन्दो ग्रन्थोऽपि व्यरच्यत
844424932859552-639-f.m4a	गत्वा गयायां पितृपिण्डदानं कृतं सदा यो म्रियते तु युद्धे ॥
844424932300924-953-f.m4a	सफलतायां विफलतयां च समूहेन स्वीकृतस्य निर्णयस्य सम्बन्धे स्वस्य सा पूर्णा प्रतिबद्धता स्यात्
844424932812171-1067-f.m4a	११ ॥ भेदतो भवति भीरिति श्रुतेर्यान्ति तेन रहिता यदेकताम्
844424932581342-577-f.m4a	नवसारीतः २० किलोमीटर्दूरे उभराटनामकः सागरतटः अस्ति यत् पर्यटकानाम् इष्टतमं वीक्षणीयस्थलम् अस्ति
844424932307538-953-f.m4a	लगे सराहन सहस मुख जानि जनम निज बादि ॥
844424932786830-643-f.m4a	शिवप्रसादेन विना न युक्तिः शिवप्रसादेन विना न मुक्तिः ॥
844424932354040-577-f.m4a	भारतस्य पश्चिमे भागे दक्षिणोत्तरदिशि सागरतीरे स्थितः अस्ति गिरिगह्वरप्रदेशयुक्तः सह्याद्रिः
844424932525799-1070-f.m4a	३३ ॥ ललितगमना नार्यो राजन्मनोजनितान्तभाः सुरतिसदृशस्ताः सन्मुख्यो भवानपि तद्ब्रुवे
844424932406307-1067-f.m4a	२ ॥ इतिदं कवचं पूर्व्वं बाणलिङ्गस्य कान्ते पठति यदि मनुष्यः प्राञ्जलिः शुद्धचित्तः
844424932837471-1102-f.m4a	कार्यं कारणमात्मनिष्ठमखिलं प्रोत्साहपूर्वं स्मृतं भेदाभेदविवर्जितं श्रुतिशिरोमानं सदा ध्यायति ॥
844424932553258-1070-f.m4a	मन्दिरस्य गर्भगृहे प्रतिष्ठापितं भव्यं बृहत् शिवलिङ्गं पश्यति चेत् अस्य बृहदीश्वरः इति नाम सार्थकम् अस्ति
844424932849032-643-f.m4a	गतवारं यदा विद्युत् ना आसीत् तदा मया ज्ञातं कुत्रः दीपः अस्ति
844424932438441-953-f.m4a	तेज एव खलु विद्युति शक्तं वीर्य एव जगदीश्वरि शक्तिः ॥
844424932759705-643-f.m4a	२ ॥ हे त्रिगुणात्मक त्रिगुणरहित जय त्रिभुवननायक जय भवतारक
844424932453405-1102-f.m4a	यद्रूपं ध्रुवमकृतं यदेकमात्मन् नानाधात्कथमु ह वेद तस्य वर्त्म ॥
844424932812553-643-f.m4a	इ॒मे शंसं॑ वनुष्य॒तो नि पा॑न्ति गु॒रु द्वेषो॒ अर॑रुषे दधन्ति ॥
844424932845227-643-f.m4a	११६२ अ नम्रा यतः शिखिशिखाभिसृता यतो वा ११६२ ब् ऋक्षं च यत् स्पृशति तत् कथितांश्च देशान्
844424932539720-1070-f.m4a	६ ॥ अदृढं नवमथ दग्धं चित्रं सुदृढं मनोरमं जीर्णम्
844424932944415-639-f.m4a	१४ ॥ तेषं तु वचनं श्रुत्वा मुनीनां भरतो मुनिः
844424932743403-643-f.m4a	प्रयान्ति नूनं ते मोक्षं स्नानं कृत्वा स्मरन्ति ये
844424932431342-577-f.m4a	विश्वविख्यातायाः सुन्दर्याः पद्मिन्याः पतिः राजा भीमसिंहः अत्रत्यः एव
844424932720887-1070-f.m4a	खंखंखंड्गहस्तं झटिति भुवितले त्रोटितं नागपाशम् ॐऊँऊँकाररूपं त्रिभुवनपठितं वेदमन्त्राधिमन्त्रम् ॥
844424932756745-643-f.m4a	निधेयाभ्यां पत्या निजशिरसि कामाक्षि सततं नमस्ते पादाभ्यां नलिनमृदुलाभ्यां गिरिसुते ॥
844424932815747-1070-f.m4a	परन्तु तादृशमेव कार्यं विशाले जलाशये अनेके मनुष्याः कुर्वन्ति चेदपि जलाशयास्य निर्मलता यथा स्थाने भवति
844424932851047-643-f.m4a	२१९०७०२ भुक्तवत्सु च विप्रेषु पृष्ट्वा तृप्ता स्थ इत्युत ॥
844424932849116-643-f.m4a	विश्वा च नो जरितॄन्सत्पते अहा दिवा नक्तं च रक्षिषः॥
844424932518531-577-f.m4a	५ ॥ साहं ब्रह्म न संसारी न मत्तोऽन्यः कदाचन
844424932880813-1102-f.m4a	यो जङ्घादानं ददान्यहम् इति वात्स्यः सम्पद्यते स जङ्घावात्स्यः इति क्षिप्यते
844424932569957-1070-f.m4a	ॐ ऐं ईं नं ळं सौः इति कीलकम्
844424932795857-643-f.m4a	तं आस्पदीकृत्य आत्मानं प्रतिलभन्ते इति निबध्नन्ति इति उच्यते
844424932431333-577-f.m4a	पतिः प्रियश्च भर्ता च स्वामी कान्ते च वर्तते ॥
844424932849099-643-f.m4a	तेन क्रान्तिकारिणा सर्वकारसाक्षित्वेन तस्याः योजनायाः विषये सत्यम् उदितम्
844424932845225-643-f.m4a	संसारामयभेषजं सुमधुरं श्रीजानकीजीवनं धन्यास्ते कृतिनः पिबन्ति सततं श्रीरामनामामृतम् ॥
844424932800524-639-f.m4a	७५ ॥ यद्यस्य कर्म शिल्पं वा विद्या वा जातिरेव वा
844424932205586-953-f.m4a	३० ॥ अहं स्वर्णं न मे दुःखमग्निदाहे न ताडने
844424932812546-643-f.m4a	ये तु ज्ञानिनो भवन्ति ये तत्त्वज्ञानिनश्च तैस्तेषां को विशेषः
844424932588155-1070-f.m4a	न मामगणयः पुरा न हि विचारकालोऽधुना व्रतं विसृज वाथवा वरद पावयैनं जनम् ॥
844424932720870-1070-f.m4a	विच्छेदाभासमात्राद् अहह निमिषतो गात्रविस्रंसनादौ दीप्यत् कल्पाग्निकोटिज्वलितमिव भवेद् बाह्यमभ्यन्तरं च
844424932792615-643-f.m4a	३२ ॥ तथा न वैष्णवाद् ज्ञानी यिगीन्द्रः शंकरात् परः
844424932852013-643-f.m4a	ततः एव काश्मीरप्रदेशे शिवदर्शनस्य पुनरोद्धारः अभवद् इति मन्यते
844424932552323-1067-f.m4a	३४ ॥ कालिन्दीसविधे विनोदमुरलीनादेन संमोहिताः सुन्दर्यस्त्वरयाऽऽगताः स्मरनिभं त्वां वीक्ष्य गोपाङ्गनाः
844424932464803-1067-f.m4a	द्रव्यश्रयेष्वपि गणेषु रराज नीलो वर्णः पृथग्गत इवालिगणो गजस्य ॥
844424932525874-1070-f.m4a	सत्यं च वक्ति तस्मात्स न च पापेन लिप्यते ॥
844424932758517-639-f.m4a	बुद्धौ विलीने मनसि प्रचिन्त्य विद्या हि सा ब्रह्मचर्येण लभ्या ॥
844424932859591-639-f.m4a	ननु निर्गुणाकाशं परमाकाशं महाकाशं तत्त्वाकाशं सूर्याकाशं चेति तारकलक्ष्यं आकाशपञ्चकमभिधीयते
844424932841400-643-f.m4a	१ ८ ३ २ ॥ १० इ॒न्द्रि॒यं वै गर्भः॑
844424932266761-953-f.m4a	४ ॥ प्रातर्वदामि तव शङ्करि दिव्यनाम शाकम्भरीति ललितेति शतेक्षणेति
844424932588125-1070-f.m4a	सोऽयं तवैव नृषु हि त्वमिहान्तरात्मा त्वं पुण्डरीकनयनः पुरुषश्च पौष्णः ॥
844424932303445-577-f.m4a	ॐ शं शां षं ह्रीं क्लीं गर्भधराय नमः
844424932563827-577-f.m4a	परन्तु ये स्वस्वरूपं विदाङकुर्वन्ति विदाङ्कर्तुं वा पारयन्ति ते स्वस्वरूपं कीदृशं जानन्तीत्युच्यताम्
844424933044571-1067-f.m4a	त्वं भा अनु॑ चरो॒ अध॑ द्वि॒ता यदि॑न्द्र॒ हव्यो॒ भुवः॑ ॥
844424933039165-1067-f.m4a	ये ये पठन्ति नित्यं तु ते सिद्धा विष्णुसम्भवाः ॥
844424932812605-643-f.m4a	मा नो वधीः पितरम्मोत मातरम्मा नः प्रियास्तन्न्वो रुद्र रीरिषः ॥
844424932720814-1070-f.m4a	५ ॥ जीवः शिवः शिवो जीवः स जीवः केवलः शिवः
844424932837477-1102-f.m4a	२ ॥ तन्मे वद महादेव यदि तेऽस्ति दया मयि
844424932240446-953-f.m4a	२ ॥ कुचगिरियुगले निजमतिनिगले मृगमदरचनाकरे मणिसरनिकरं विलसितमुकुरं घटयति सुमनोहरे ॥
844424932629315-953-f.m4a	वातांश मध्ववरदः सगिरो ममैताः ख्याता पराशरसुतो विदधातु धाता ॥
844424932814412-643-f.m4a	१२ ॥ दुर्जनैः सह वासो हि ध्रुवं नाशाय कल्पते
844424932777546-643-f.m4a	भवन्तमालिलिङ्ग यद् रघूत्तमः स्वयं वदन् इदं हि मे हनुमतः प्रदेयसर्वमित्यहो ॥
844424932588140-1070-f.m4a	सायंकाले विलियममहोदयः स्वभार्यया सह राजीवस्य गृहे भोजनात् आगच्छत् तस्मात् अद्यपि अहं राजीवस्य गृहे स्थास्यामि
844424932629343-953-f.m4a	२८ ॥ स श्रीमान् श्रीनिवासो वियदधिपसुतापाणिमालम्ब्य पाणौ निर्दिष्टं तेन राज्ञा विविधमणिमयस्तम्भदिव्यान्तराले
844424932841361-643-f.m4a	केशवादि चतुर्विंशति नाम गर्भ सन्दर्पित निज गथाङ्गीकृत मेधा वर्तिष्णुं श्री कृष्णम्
844424932210030-953-f.m4a	काव्यस्यास्य अलकाख्येन विदुषा विषमपदोद्योतिनी टीका प्रणीता दृश्यते तथैव लोकमणिदाहालस्य कलाख्या व्याख्या च
844424932357924-953-f.m4a	२८ ॥ इति श्रीवासुदेवन् एलयथेन विरचितं छेदानगरक्षेत्रं देवपञ्चकस्तोत्रं सम्पूर्णम्
844424932314229-953-f.m4a	स्मरत च गुरूणां पङ्क्ति पञ्च च शक्तीः सृष्टिप्रमुखाः ॥
844424932777551-643-f.m4a	दुःखार्तो विधनोऽटनोऽनृतरतस्तीक्ष्णश्च कुम्भ स्थिते भौमे भूरि धनात्मजो मृग गते भूपोऽथ वा तत् समः ॥
844424932396944-1067-f.m4a	यद्यपि तदनन्तरमपि गद्यकाव्यकानि प्रणीतानि तु दृश्यन्ते तथापि कौमुदीकथाकल्लोलिनीसमकक्षी रचना हृदयाह्लादकी मन्यते
844424932786817-643-f.m4a	४३ ॥ कृष्णो रक्षतु नो जगत्त्रयगुरुः कृष्णं नमध्वं सदा कृष्णेनाखिलशत्रवो विनिहताः कृष्णाय तस्मै नमः
844424932738198-643-f.m4a	२ ॥ न यस्मादिह द्रष्टृ विज्ञातृ चान्यत्क्वचित्स्यात्परं द्रष्टृ विज्ञातृ वा यत्
844424932773635-639-f.m4a	यम सपरिवार देवताप्रत्यधिदेवतासहितं यममण्डलं मम सपरिवारकस्य प्रत्यक्षं बन्धय बन्धय
844424932852020-643-f.m4a	यथा पत्यौ रक्ते यदपि च विरक्ते च युवतौ वृथा सौन्दर्यं स्यात्सकलमपि तेऽनुग्रहवशात् ॥
844424932570050-1070-f.m4a	यम ॐ वैवस्वताय विद्महे दण्डहस्ताय धीमहि तन्नो यमः प्रचोदयात् ॥
844424932841345-643-f.m4a	प्रणतजन सुरदूः पावनी पावनानां जयति जगति गङ्गा भाग्यपूगोजनानाम् ॥
844424932814589-643-f.m4a	स् एव भगवता बादरायणेन वेदव्यासेन दास्यामुत्पादितो महात्मा विधुरः
844424932814593-643-f.m4a	३४ ॥ जीवेन दृष्टः प्रकरोति सौरिः सदा सुशीलं भयवर्जिताङ्गम्
844424932837475-1102-f.m4a	यः अन्तर्बहिः तनुभृताम् अशुभं विधुन्वन् आचार्यचैत्यवपुषा स्वगत्ं व्यनक्ति ॥
844424932781035-643-f.m4a	दृष्ट्वा तुतोष रमणीमिव वीक्ष्य साक्षात् तं राममार्तिहरणं शरणं भजामि ॥
844424932870118-643-f.m4a	स शुकः स्वकया बुद्ध्या न वाक्यं बहु मन्यते ॥
844424932756792-643-f.m4a	इति त्वं च मत्वा जगन्नाथ देव यथेच्छा भवेत्ते तथा मां कुरु त्वम् ॥
844424932903971-1070-f.m4a	दीपः पापं कथयति फलं शब्दवान् वेपनश्च व्याकीर्णार्चिर्विशलभमरुद्यश्च नाशं प्रयाति ॥
844424932552261-1067-f.m4a	यत् स्थानं साङ्ख्यैः प्राप्यते तत् योगैः अपि गम्यते
844424932781037-643-f.m4a	५३ ॥ एवं तावत्केवलं कर्म साक्षादविद्यापनुत्तये न पर्याप्तमिति प्रपञ्चितम्
844424932814411-643-f.m4a	वाली सतर्कं तं गृहीत्वा कक्षे निरुद्ध्य आकाशे उड्डीय गतः
844424932773642-639-f.m4a	अयं विभीषणः अपि रामायणस्य किञ्चिन महत्त्वभूतं पात्रम् अस्ति
844424932610960-1070-f.m4a	तावदेव ते साधवः तेरापन्थ इति नाम्ना विख्याताः जाताः
844424932743408-643-f.m4a	तुषारसंघाता हिमघनास्त एव शिलास्ताः खुराग्रैः समुल्लिखन्विदारयन्दर्पेण कलो मधुरध्वनिर्यस्य स दर्पकलो विविग्नैर्मेतैर्गवयैर्गोसदृशमृगविशेषैः कथंचित्कृच्छ्रेण दृष्टः
844424932814319-643-f.m4a	चतुर्थेऽङ्के मायासीतया साकम् आगच्छन्तम् रामं द्ष्ट्वा लक्ष्माणः अयं मायावीति मत्वा तेन योद्धुं सिद्धो भवति
844424932438284-1067-f.m4a	तां त्वां नमामि सततं किल भावयुक्तो वाञ्छामि भक्तिमचलां त्वयि मातरं तु ॥
844424932867625-643-f.m4a	१२१६ य् धेन्वा वृषेण परमान्नयुतैश्च भक्ष्यैः १२१६ द् दध्यक्षतैः सुरभिधूपविलेपनैश्च ॥
844424932758537-639-f.m4a	इसे दसवें रस के रुप में मान्यता दी गयी
844424932163844-953-f.m4a	जैनपरम्परासु अपि एतस्याः नगर्याः विषये बह्व्यः कथाः सन्ति
